Number,  Location,  Area,  Price,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
329,Kimironko,25/30 m,55 000 000  Rwf,4.0,3.0,,,,,
330,Fawe, sqm,37 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
331,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
332,, sqm,6 500 000  Rwf,3.0,1.0,,,,,
333,Kanombe,20/25 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
334,Kibagabaga,25/30 m,115 000 000  Rwf,5.0,3.0,,,,Yes,
335,Kabeza, sqm,60 000 000  Rwf,4.0,3.0,,,,,
336,Kimironko,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
337,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
338,Zindiro, sqm,28 000 000  Rwf,,,,,,,
339,Kicukiro, sqm,64 000 000  Rwf,4.0,1.0,,,,,Yes
340,Remera,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
341,Gikondo, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
342,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
343,Kagarama, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
344,Kicukiro,25/20 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
345,Kagarama, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
346,Kanombe,25/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
347,Kagarama,40/30 m,25 000 000  Rwf,3.0,1.0,,,,,
348,Kimironko, sqm,52 000 000  Rwf,4.0,1.0,,,,Yes,Yes
349,Kibagabaga, sqm,75 000 000  Rwf,4.0,3.0,Yes,,,,
350,Kicukiro,20/30 m,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
351,,504 sqm,140 000 000  Rwf,4.0,4.0,,,,,
352,Kanombe,25/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
353,Kibagabaga,20/25 m,52 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
354,Remera,20/30 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
355,Gisozi,20/30 m,55 000 000  Rwf,4.0,3.0,,,,,
356,Kibagabaga,1765 sqm,180 000 000  Rwf,6.0,6.0,Yes,Yes,Yes,Yes,
357,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
358,Kibagabaga,25/30 m,85 000 000  Rwf,5.0,4.0,,,,Yes,Yes
359,Gacuriro,30/30 m,250 000 000  Rwf,6.0,5.0,,,,Yes,Yes
360,Kibagabaga,20/25 m,55 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
361,,15/20 m,11 000 000  Rwf,,,,,,,
362,Kicukiro, sqm,70 000 000  Rwf,4.0,3.0,,,,,
363,Kanombe,28/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
364,Nyarutarama,40/35 m, 700 000 $,6.0,5.0,,,,,Yes
365,Masaka,20/20 m,32 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
366,Gisozi, sqm,38 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,Yes
367,Kabeza,20/30 m,60 000 000  Rwf,4.0,1.0,,,,Yes,Yes
368,Kibagabaga, sqm,50 000 000  Rwf,,,,,,,
369,Kicukiro, sqm,75 000 000  Rwf,3.0,3.0,Yes,Yes,Yes,Yes,
370,Kanombe,25/20 m,46 000 000  Rwf,4.0,3.0,,,,Yes,Yes
371,Kinyinya,20/25 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
372,Kacyiru,35/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
373,Nyamirambo,20/30 m,8 000 000  Rwf,,,,,,,
374,Gacuriro, sqm,250 000 000  Rwf,4.0,3.0,,Yes,,,
375,Kabuga, sqm,30 000 000  Rwf,3.0,2.0,,,Yes,,
376,Kicukiro, sqm,75 000 000  Rwf,4.0,3.0,,,,,
377,Kacyiru, sqm,120 000 000  Rwf,4.0,3.0,,Yes,,Yes,
378,Gacuriro, sqm, 21 600 $,4.0,4.0,,,Yes,,
379,Kimironko,20/30 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
380,Kibagabaga,944 sqm,80 000 000  Rwf,5.0,3.0,,,,,
381,Kabeza,30/30 m,250 000 000  Rwf,4.0,4.0,,,,Yes,Yes
382,,30/30 m,70 000 000  Rwf,5.0,5.0,,,,Yes,Yes
383,Kabeza,25/20 m,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
384,Kanombe,20/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
385,Gisozi,30/40 m,230 000 000  Rwf,8.0,10.0,,,,Yes,Yes
386,Kimironko,20/25 m,75 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
387,Kibagabaga,20/15 m,53 000 000  Rwf,4.0,3.0,,,,Yes,
388,,30/20 m,45 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
389,Kanombe,20/25 m,53 000 000  Rwf,4.0,3.0,,,,,Yes
390,, sqm,42 000 000  Rwf,4.0,3.0,,,,Yes,
391,Kacyiru,35/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
392,Mulindi, sqm,nan Negotiable,4.0,3.0,,,,,
393,Gacuriro,27/30 m,130 000 000  Rwf,5.0,5.0,,,,Yes,Yes
394,Kibagabaga, sqm,120 000 000  Rwf,4.0,3.0,,Yes,,,
395,Kibagabaga,25/35 m,110 000 000  Rwf,4.0,1.0,,,,Yes,Yes
396,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
397,Gikondo,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,
398,Kibagabaga,30/30 m,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
399,Gisozi, sqm,170 000 000  Rwf,,,Yes,Yes,Yes,Yes,Yes
400,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
401,Kigalisibo,20/20 m,55 000 000  Rwf,4.0,2.0,,,,Yes,
402,Kibagabaga,600 sqm,85 000 000  Rwf,4.0,4.0,,,,,
403,Gisozi,30/30 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
404,Kwamushimire,30/20 m,75 000 000  Rwf,5.0,3.0,,,,,Yes
405,Gacuriro,20/30 m,70 000 000  Rwf,4.0,3.0,,,,,
406,Masaka,25/30 m,30 000 000  Rwf,4.0,1.0,,,,Yes,Yes
407,Kibagabaga,30/20 m,120 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
408,Kicukiro,25/30 m,17 000 000  Rwf,,1.0,,,,,
409,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
410,Kacyiru,1465 sqm,180 000 000  Rwf,4.0,1.0,,Yes,Yes,,
411,Kanombe,25/20 m,28 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
412,Kagugu,20/30 m,85 000 000  Rwf,5.0,3.0,,,,Yes,Yes
413,,600 sqm,90 000 000  Rwf,4.0,3.0,,,Yes,,Yes
414,Kicukiro,25/20 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
415,Kicukiro,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
416,, sqm,70 000 000  Rwf,,1.0,,,,,
417,Kibagabaga, sqm,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
418,Gikondo, sqm,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
419,Remera, sqm,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
420,Nyarutarama,30/35 m,450 000 000  Rwf,6.0,5.0,Yes,,,Yes,Yes
421,,25/20 m,10 000 000  Rwf,,,,,,,
422,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
423,Masaka,20/30 m,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
424,,600 sqm,85 000 000  Rwf,4.0,3.0,,,Yes,,Yes
425,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
426,,25/30 m,100 000 000  Rwf,5.0,4.0,,,,,Yes
427,,20/30 m, 500 $,4.0,2.0,,,,,
428,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
429,,30/20 m,60 000 000  Rwf,5.0,3.0,,,,Yes,Yes
430,Masaka, sqm,35 000 000  Rwf,,,,,,,
431,Kabeza,25/30 m,250 000 000  Rwf,4.0,3.0,,,,Yes,Yes
432,Zindiro, sqm,90 000 000  Rwf,5.0,3.0,Yes,Yes,Yes,Yes,Yes
433,Kicukiro,25/30 m,90 000 000  Rwf,5.0,3.0,Yes,Yes,Yes,Yes,Yes
434,Masaka, sqm,18 000 000  Rwf,4.0,,,,,,
435,Kabeza, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
436,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
437,,30/30 m,60 000 000  Rwf,6.0,2.0,,,,Yes,Yes
438,Kanombe,25/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
439,Kanombe, sqm,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
440,Gisozi, sqm,20 000 000  Rwf,4.0,,,,,,
441,Kagarama,20/30 m,55 000 000  Rwf,4.0,3.0,,,,,
442,Kimironko,20/30 m,150 000 000  Rwf,5.0,4.0,,,,Yes,Yes
443,Nyamata, sqm,29 000 000  Rwf,4.0,3.0,,,Yes,,Yes
444,Masaka,30/40 m,27 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
445,Kanombe,25/20 m,47 000 000  Rwf,4.0,3.0,,,,Yes,
446,Kicukiro,20/30 m,37 000 000  Rwf,,1.0,,,,,Yes
447,Kicukiro,28/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
448,Kimironko, sqm,150 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
449,, sqm,170 000 000  Rwf,5.0,5.0,Yes,,Yes,,
450,Kabeza,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
451,Kanombe,25/20 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
452,Kanombe,25/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
453,Kibagabaga, sqm,60 000 000  Rwf,3.0,2.0,Yes,,,,
454,Kimironko, sqm,150 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
455,Kanombe, sqm,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
456,Jali,30/40 m,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
457,Gacuriro,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
458,Kibagabaga, sqm,105 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
459,Zindiro, sqm,28 000 000  Rwf,,,,,,,
460,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
461,Gisozi,30/40 m,230 000 000  Rwf,8.0,10.0,,,,Yes,Yes
462,Kanombe,25/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
463,Kanombe, sqm,75 000 000  Rwf,4.0,3.0,,,,,
464,Kimironko,252 sqm,30 000 000  Rwf,4.0,1.0,,,,Yes,Yes
465,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
466,Gisozi, sqm,42 000 000  Rwf,4.0,2.0,,Yes,,,
467,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
468,Kibagabaga,20/25 m,150 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
469,Kimironko,750 sqm,65 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
470,Kanombe,25/30 m,12 000 000  Rwf,3.0,,,,,,
471,,30/20 m,43 000 000  Rwf,4.0,3.0,,,,,
472,Kabeza,30/20 m,35 000 000  Rwf,4.0,2.0,Yes,,,Yes,Yes
473,Gahanga,15/20 m,25 000 000  Rwf,4.0,3.0,,,,Yes,
474,, sqm,2 500 000  Rwf,,,,,,,
475,Kibagabaga,20/25 m,180 000 000  Rwf,5.0,4.0,,,,,Yes
476,Kicukiro, sqm,85 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
477,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
478,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
479,Kanombe,20/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,Yes
480,,30/25 m,80 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
481,Kagarama, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
482,Zindiro, sqm,75 000 000  Rwf,4.0,3.0,,,,Yes,
483,Kagugu,30/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
484,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
485,Kanombe,25/35 m,55 000 000  Rwf,4.0,1.0,,,,Yes,Yes
486,,5 sqm,230 000 000  Rwf,5.0,5.0,Yes,,Yes,Yes,
487,Karuruma, sqm,90 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
488,Price,35/30 m,120 000 000  Rwf,6.0,6.0,,,,Yes,Yes
489,Gacuriro,25/30 m,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
490,,20/30 m,72 000 000  Rwf,4.0,3.0,,,,Yes,Yes
491,Kimironko,20/30 m,150 000 000  Rwf,5.0,4.0,,,,Yes,Yes
492,Kabuga, sqm,30 000 000  Rwf,4.0,2.0,Yes,,Yes,Yes,
493,Kibagabaga, sqm,110 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
494,Kimironko, sqm,40 000 000  Rwf,4.0,3.0,,Yes,,,
495,Kicukiro,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
496,Rebero,30/30 m,130 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
497,Kibagabaga,30/30 m,160 000 000  Rwf,,1.0,,,,Yes,Yes
498,, sqm,55 000 000  Rwf,4.0,2.0,,,,Yes,
499,Kimironko, sqm,135 000 000  Rwf,4.0,3.0,,Yes,Yes,Yes,
500,Remera,25/30 m,53 000 000  Rwf,4.0,3.0,,,,,
501,Masaka, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
502,Gacuriro,30/20 m,120 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
503,Kicukiro,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
504,Kimironko,20/30 m,30 000 000  Rwf,4.0,2.0,,,,,
505,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
506,Gisozi, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
507,Kagarama,30/20 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
508,Apartment,35/30 m, 85 000 $,25.0,26.0,,,,Yes,Yes
509,Kicukiro,30/25 m,75 000 000  Rwf,,1.0,,,,Yes,Yes
510,Kanombe,28/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
511,Kanombe,20/30 m,13 000 000  Rwf,3.0,0.0,,,,Yes,Yes
512,Remera,20/30 m,25 000 000  Rwf,4.0,2.0,,,,Yes,Yes
513,Gikondo,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,
514,,750 sqm,28 000 000  Rwf,4.0,2.0,,,Yes,,Yes
515,Kibagabaga,25/30 m,120 000 000  Rwf,4.0,1.0,,,,Yes,Yes
516,Kimironko,25/30 m,70 000 000  Rwf,,1.0,,,,Yes,Yes
517,Gikondo, sqm,90 000 000  Rwf,4.0,3.0,,Yes,,,
518,Ruhengeri,180/200 m,300 000 000  Rwf,,,,,,,
519,Kibagabaga,20/25 m,180 000 000  Rwf,5.0,4.0,,,,,Yes
520,Kicukiro, sqm,130 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
521,Gikondo,20/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
522,Kanombe,20/30 m,43 000 000  Rwf,4.0,3.0,,,,Yes,Yes
523,Kibagabaga,20/25 m,110 000 000  Rwf,,1.0,,,,Yes,Yes
524,Kinyinya, sqm,45 000 000  Rwf,4.0,3.0,,,,,Yes
525,Rusororo, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
526,Kanombe,25/30 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
527,Kimironko, sqm,60 000 000  Rwf,4.0,,,,,,
528,Gacuriro,25/35 m,90 000 000  Rwf,4.0,1.0,,,,Yes,Yes
529,,30/20 m,70 000 000  Rwf,,3.0,,Yes,,Yes,Yes
530,Kimironko,1100 sqm,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
531,Gisozi,30/25 m,60 000 000  Rwf,4.0,3.0,,,,,
532,Kicukiro, sqm,120 000 000  Rwf,4.0,4.0,Yes,Yes,Yes,Yes,Yes
533,Kicukiro,25/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
534,Remera, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
535,Gasogi, sqm,3 000 000  Rwf,,,,,,,
536,Masaka, sqm,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
537,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
538,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
539,Kanombe, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
540,Rdb, sqm,100 000 000  Rwf,4.0,3.0,,Yes,,Yes,
541,Gacuriro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
542,Kibagabaga, sqm,140 000 000  Rwf,5.0,4.0,,Yes,,,
543,Remera,20/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
544,Kigalisibo,25/30 m,40 000 000  Rwf,4.0,3.0,,,,Yes,
545,Kibagabaga, sqm,160 000 000  Rwf,4.0,4.0,,,Yes,Yes,Yes
546,Kagarama, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
547,Kimironko,25/30 m,130 000 000  Rwf,6.0,5.0,,,,Yes,Yes
548,Kanombe, sqm,48 000 000  Rwf,4.0,3.0,,Yes,,,
549,, sqm,15 000 000  Rwf,3.0,,,,,,
550,Kanombe, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
551,Gikondo, sqm,120 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
552,Kagarama, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
553,Kanombe,20/30 m,52 000 000  Rwf,4.0,3.0,,,,,Yes
554,Kibagabaga, sqm,25 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
555,Gatsata, sqm,40 000 000  Rwf,4.0,2.0,,Yes,,,
556,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,
557,Kicukiro,22/18 m,18 000 000  Rwf,3.0,,,,,,
558,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
559,Kimironko,35/35 m,650 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,Yes,
560,, sqm,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
561,Kibagabaga, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
562,Gatenga,20/30 m,45 000 000  Rwf,4.0,2.0,,,,Yes,Yes
563,,20/30 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
564,Kanombe, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
565,Kagarama, sqm,45 000 000  Rwf,4.0,3.0,,Yes,,,
566,,2525 sqm,18 000 000  Rwf,,,,,,,
567,Gikondo,20/30 m,200 000 000  Rwf,8.0,6.0,,,,,
568,Kicukiro,28/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
569,Kagarama,600 sqm,50 000 000  Rwf,4.0,3.0,,,,,
570,, sqm,52 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
571,Kanzenze,30/35 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
572,Kanombe,30/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
573,Kanzenze, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
574,Masaka,20/30 m,42 000 000  Rwf,4.0,2.0,,,,,
575,Gasabo, sqm,7 000 000  Rwf,,,,,,,
576,,20/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
577,Kicukiro,25/25 m,40 000 000  Rwf,4.0,3.0,,,,Yes,
578,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
579,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
580,, sqm,25 000 000  Rwf,4.0,3.0,,,,Yes,
581,Kicukiro,28/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
582,Kibagabaga,25/30 m,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
583,Kabeza,25/20 m,40 000 000  Rwf,4.0,2.0,,,,Yes,Yes
584,Kimironko, sqm,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
585,Kagarama,40/30 m,25 000 000  Rwf,4.0,3.0,,,,,
586,Kimironko,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
587,Kibagabaga,25/35 m,65 000 000  Rwf,4.0,1.0,,,,Yes,Yes
588,Kicukiro,35/30 m,40 000 000  Rwf,,1.0,,,,Yes,Yes
589,Kanombe,25/20 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
590,Kicukiro,25/25 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
591,Kibagabaga,25/30 m,85 000 000  Rwf,5.0,4.0,,,,Yes,Yes
592,Zindiro,25/20 m,35 000 000  Rwf,4.0,2.0,,,,,Yes
593,Rusororo, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
594,, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
595,Gikondo,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,
596,Kibagabaga,35/40 m,140 000 000  Rwf,4.0,3.0,,,,Yes,Yes
597,Kabeza, sqm,47 000 000  Rwf,4.0,3.0,,,,,Yes
598,, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
599,Kabeza, sqm,20 000 000  Rwf,,,,,,,
600,Kicukiro, sqm,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
601,Kanombe,25/20 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
602,Kibagabaga,25/30 m,55 000 000  Rwf,5.0,3.0,,,,Yes,Yes
603,Gisozi, sqm,25 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,Yes,Yes
604,Kanombe,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
605,Kimironko,30/25 m,85 000 000  Rwf,,1.0,,,,Yes,Yes
606,Gisozi, sqm,30 000 000  Rwf,,,,,,,
607,Kicukiro,20/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
608,Kimironko,30/20 m,60 000 000  Rwf,,1.0,,,,Yes,Yes
609,Rebero,30/20 m,120 000 000  Rwf,,1.0,Yes,,,Yes,Yes
610,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
611,Kibagabaga, sqm,110 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
612,Remera, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
613,,600 sqm,85 000 000  Rwf,4.0,3.0,,,Yes,,Yes
614,Kanombe, sqm,52 000 000  Rwf,4.0,3.0,,,,Yes,Yes
615,Gacuriro, sqm,75 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
616,Kanombe,25/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
617,Kanombe,25/20 m,50 000 000  Rwf,,1.0,,,,Yes,Yes
618,Gacuriro,20/30 m,85 000 000  Rwf,4.0,3.0,,,,,
619,Remera, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
620,Remera, sqm,41 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
621,Ruyenzi,30/40 m,16 000 000  Rwf,4.0,1.0,,,,,Yes
622,Kabeza, sqm,32 000 000  Rwf,4.0,3.0,,Yes,,,
623,Kacyiru,30/30 m,60 000 000  Rwf,4.0,2.0,,,,,
624,Kanombe,25/30 m,100 000 000  Rwf,4.0,4.0,,,,Yes,Yes
625,Apartment,35/30 m, 85 000 $,25.0,26.0,,,,Yes,Yes
626,, sqm,70 000 000  Rwf,,1.0,,,,,
627,Kibagabaga, sqm,120 000 000  Rwf,5.0,3.0,,Yes,,Yes,
628,, sqm,70 000 000  Rwf,4.0,3.0,,,,,Yes
629,Gacuriro,30/25 m,130 000 000  Rwf,4.0,4.0,,,,,
630,Kicukiro, sqm,60 000 000  Rwf,4.0,3.0,,,,,Yes
631,Kibagabaga,20/35 m,90 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
632,, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
633,Zindiro,500 sqm,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
634,Bumbogo,17/22 m,7 000 000  Rwf,3.0,,,,,,
635,Kanombe,25/20 m,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
636,Ruyenzi,20/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,Yes
637,Kanombe,25/30 m,53 000 000  Rwf,4.0,3.0,,,,Yes,
638,Kibagabaga,30/30 m,120 000 000  Rwf,4.0,3.0,,,,Yes,Yes
639,Gacuriro, sqm,50 000 000  Rwf,4.0,3.0,,Yes,,,
640,Kanombe, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
641,Nyamirambo, sqm,15 000 000  Rwf,5.0,2.0,,,,Yes,Yes
642,Nyamirambo,20/30 m,27 000 000  Rwf,4.0,3.0,,,,,
643,Kabuga, sqm,26 000 000  Rwf,4.0,3.0,,Yes,,,
644,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
645,Masaka,209 sqm,17 000 000  Rwf,3.0,1.0,,,,Yes,Yes
646,Kinyinya, sqm,nan Negotiable,3.0,2.0,,,,,Yes
647,Kagarama,40/30 m,25 000 000  Rwf,3.0,1.0,,,,,
648,Gikondo, sqm,25 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
649,Kibagabaga,25/30 m,160 000 000  Rwf,5.0,4.0,,,,Yes,
650,, sqm,65 000 000  Rwf,5.0,3.0,,Yes,,,
651,Nyamirambo,20/30 m,27 000 000  Rwf,4.0,3.0,,,,,
652,Kicukiro,30/25 m,75 000 000  Rwf,5.0,3.0,Yes,,,Yes,Yes
653,Kibagabaga,25/20 m,125 000 000  Rwf,,1.0,,,,Yes,Yes
654,Kibagabaga, sqm,125 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
655,Gisozi,30/25 m,47 000 000  Rwf,4.0,2.0,,,,,
